15887.423813084593,8232.533602375435,4.780598 
31022.0,0.0,5.023721 
31147.0,0.0,5.1821356 
31219.0,0.0,4.988515 
30950.0,4.0,3.1283245 
31447.0,4.0,2.618843 
31166.0,23.0,5.1621504 
31056.0,58.0,4.7527633 
31388.0,63.0,2.4529014 
31020.0,79.0,5.1690845 
31372.0,80.0,2.4839163 
31571.0,97.0,2.0819638 
30967.0,113.0,3.4795399 
31002.0,114.0,5.549525 
30338.0,134.0,2.3489249 
30060.0,152.0,2.4364614 
29882.0,181.0,2.0530324 
31372.0,209.0,4.4535694 
31409.0,211.0,7.4775877 
29704.0,228.0,2.9039361 
29860.0,228.0,2.0519967 
31459.0,229.0,7.2585845 
29712.0,243.0,2.9843888 
31296.0,245.0,10.918124 
31333.0,245.0,11.084885 
31482.0,262.0,8.8052635 
31446.0,265.0,6.741281 
29486.0,277.0,2.0486643 
31497.0,299.0,7.587361 
31274.0,301.0,12.509793 
31408.0,300.0,8.48114 
31443.0,300.0,10.200495 
31347.0,315.0,12.9008665 
29783.0,319.0,2.4132104 
31317.0,319.0,13.557946 
31390.0,318.0,7.0142927 
31461.0,318.0,9.295509 
30819.0,320.0,11.652871 
29768.0,335.0,2.4331026 
31407.0,355.0,13.265157 
31370.0,356.0,10.576782 
28694.0,358.0,2.95506 
30818.0,358.0,12.576962 
31425.0,372.0,10.675207 
31294.0,374.0,15.457528 
31533.0,375.0,12.496454 
30703.0,376.0,14.508202 
31256.0,390.0,15.599635 
30722.0,396.0,14.658441 
31466.0,396.0,13.130196 
31477.0,406.0,13.114079 
31351.0,411.0,14.4135895 
31385.0,410.0,10.171529 
30595.0,430.0,14.272575 
31238.0,430.0,15.634495 
31535.0,430.0,12.439062 
31293.0,446.0,15.649615 
30339.0,448.0,2.4622319 
31035.0,449.0,15.693646 
31408.0,449.0,10.806216 
30379.0,451.0,11.684312 
31257.0,451.0,15.593442 
30375.0,465.0,11.840252 
31535.0,464.0,12.344964 
31203.0,466.0,15.741739 
31426.0,466.0,12.958047 
31477.0,466.0,8.949898 
30724.0,468.0,14.801964 
31348.0,468.0,13.18505 
30819.0,470.0,15.683017 
30726.0,481.0,14.797087 
30690.0,482.0,14.720273 
31017.0,483.0,15.657958 
31387.0,482.0,12.978127 
31461.0,482.0,9.036658 
29524.0,486.0,10.847694 
31237.0,499.0,15.431196 
31366.0,500.0,12.4801235 
31409.0,503.0,12.035826 
30801.0,505.0,15.632499 
30190.0,521.0,9.542405 
29546.0,522.0,11.236389 
30649.0,523.0,15.087738 
31095.0,522.0,15.646006 
31389.0,524.0,12.381694 
30412.0,537.0,12.775968 
28880.0,538.0,8.163832 
30172.0,539.0,9.95627 
29714.0,541.0,7.049544 
30541.0,541.0,16.503307 
30927.0,541.0,16.837046 
31497.0,540.0,5.0200863 
31238.0,543.0,15.774179 
29381.0,557.0,15.840856 
29305.0,559.0,14.723365 
31535.0,558.0,8.47806 
29802.0,560.0,6.874403 
28827.0,574.0,8.011806 
29525.0,575.0,12.186124 
31292.0,574.0,13.088985 
28903.0,576.0,8.660534 
29326.0,577.0,15.685532 
29693.0,577.0,7.0652647 
30155.0,577.0,8.692879 
30189.0,576.0,7.8663096 
28808.0,593.0,7.487391 
28941.0,593.0,8.384655 
31147.0,593.0,16.15524 
31458.0,592.0,10.46991 
29656.0,595.0,10.071564 
30926.0,595.0,16.428322 
31276.0,595.0,14.203095 
30284.0,597.0,12.460962 
31513.0,597.0,6.3236284 
30449.0,598.0,15.829396 
30687.0,599.0,14.87085 
28788.0,611.0,6.1775575 
28775.0,613.0,6.9141955 
28846.0,612.0,6.4106607 
30169.0,613.0,8.776613 
31257.0,612.0,14.19595 
31335.0,613.0,11.557385 
31221.0,614.0,15.316565 
29488.0,629.0,16.134365 
30004.0,629.0,5.4842353 
31294.0,628.0,12.106512 
31592.0,629.0,2.3724802 
31461.0,631.0,7.420225 
28810.0,633.0,6.892919 
30782.0,632.0,15.942603 
30524.0,635.0,16.70089 
29781.0,636.0,8.169015 
30537.0,647.0,16.699503 
28979.0,648.0,16.04555 
30489.0,649.0,16.682787 
31016.0,648.0,15.687707 
31422.0,649.0,9.899821 
31516.0,649.0,5.287366 
28882.0,650.0,11.342383 
29639.0,650.0,14.572496 
30062.0,651.0,4.5315843 
30893.0,651.0,15.979281 
29027.0,653.0,16.534002 
29950.0,652.0,5.76789 
30359.0,653.0,15.020884 
30763.0,667.0,15.81889 
31480.0,667.0,8.4403925 
29933.0,669.0,5.814239 
31534.0,669.0,6.6757555 
28848.0,670.0,9.453714 
30397.0,672.0,16.573742 
31112.0,687.0,14.135195 
31444.0,686.0,6.6401105 
30379.0,688.0,16.605484 
31220.0,704.0,14.374085 
31404.0,705.0,8.9674835 
31461.0,704.0,6.1282926 
31514.0,704.0,5.4845624 
29660.0,706.0,16.180939 
31350.0,708.0,10.579915 
30207.0,721.0,12.147726 
30706.0,723.0,15.584461 
30303.0,725.0,15.550246 
30487.0,725.0,16.8078 
30998.0,741.0,15.2967825 
31186.0,740.0,12.576391 
29545.0,742.0,17.079548 
29783.0,745.0,12.264834 
30983.0,758.0,15.304514 
29345.0,761.0,18.770195 
31459.0,761.0,5.1166615 
29400.0,762.0,18.974934 
31242.0,762.0,11.761393 
31315.0,762.0,10.196109 
31424.0,762.0,7.1492977 
29142.0,764.0,18.736973 
30965.0,775.0,15.280475 
30101.0,778.0,15.52959 
30576.0,779.0,15.922306 
31367.0,778.0,9.669371 
28714.0,781.0,12.793417 
29325.0,780.0,18.826925 
28680.0,783.0,13.279139 
28644.0,797.0,11.272153 
29878.0,799.0,8.636677 
31313.0,798.0,9.903144 
29450.0,815.0,19.286484 
31056.0,815.0,13.643991 
28830.0,817.0,17.160933 
29417.0,818.0,19.353844 
29820.0,818.0,12.417164 
